id,country,year,incident_folder,title_en,media_count,has_generated_snapshot,media_files
usa_2003_abu_ghraib_torture_photos_command_responsibility_secrecy,USA,2003,"USA/00-00-2003/Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)","Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)",2,False,"USA/00-00-2003/Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)/Media/01 - EN Cover Card.svg | USA/00-00-2003/Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)/Media/02 - EL Cover Card.svg"
usa_2003_iraq_wmd_intelligence_failure,USA,2003,USA/00-00-2003/Iraq WMD intelligence failure,Iraq WMD intelligence failure,2,True,USA/00-00-2003/Iraq WMD intelligence failure/Media/01 - EN Cover Card.svg | USA/00-00-2003/Iraq WMD intelligence failure/Media/02 - Bilingual Snapshot.svg
usa_2003_valerie_plame_affair_intelligence_identity_iraq_war_politics_retaliati,USA,2003,"USA/00-00-2003/Valerie Plame Affair Intelligence Identity, Iraq War Politics and Retaliation Claims","Valerie Plame Affair: Intelligence Identity, Iraq War Politics and Retaliation Claims",2,False,"USA/00-00-2003/Valerie Plame Affair Intelligence Identity, Iraq War Politics and Retaliation Claims/Media/01 - EN Cover Card.svg | USA/00-00-2003/Valerie Plame Affair Intelligence Identity, Iraq War Politics and Retaliation Claims/Media/02 - EL Cover Card.svg"
usa_2004_abu_ghraib_abuse_photographs_and_command_responsibility,USA,2004,USA/00-00-2004/Abu Ghraib abuse photographs and command responsibility,Abu Ghraib abuse photographs and command responsibility,2,False,USA/00-00-2004/Abu Ghraib abuse photographs and command responsibility/Media/01 - Cover Card.svg | USA/00-00-2004/Abu Ghraib abuse photographs and command responsibility/Media/02 - Proof Map.svg
usa_2004_cia_black_sites_extraordinary_rendition,USA,2004,USA/00-00-2004/CIA black sites and extraordinary rendition,CIA black sites and extraordinary rendition,2,True,USA/00-00-2004/CIA black sites and extraordinary rendition/Media/01 - EN Cover Card.svg | USA/00-00-2004/CIA black sites and extraordinary rendition/Media/02 - Bilingual Snapshot.svg
usa_2005_hurricane_katrina_levee_failure_abandonment,USA,2005,USA/00-00-2005/Hurricane Katrina levee failure and abandonment,Hurricane Katrina levee failure and abandonment,2,True,USA/00-00-2005/Hurricane Katrina levee failure and abandonment/Media/01 - EN Hurricane Katrina Levee Failure And Abandonment Co 6Ca7Aaee4D6E.svg | USA/00-00-2005/Hurricane Katrina levee failure and abandonment/Media/02 - Bilingual Snapshot.svg
usa_2005_hurricane_katrina_response_disaster_governance_race_class_state_abando,USA,2005,"USA/00-00-2005/Hurricane Katrina Response Disaster Governance, Race, Class and State Abandonment","Hurricane Katrina Response: Disaster Governance, Race, Class and State Abandonment",2,False,"USA/00-00-2005/Hurricane Katrina Response Disaster Governance, Race, Class and State Abandonment/Media/01 - EN Cover Card.svg | USA/00-00-2005/Hurricane Katrina Response Disaster Governance, Race, Class and State Abandonment/Media/02 - EL Cover Card.svg"
usa_2005_nsa_warrantless_wiretapping_post_911_executive_power,USA,2005,USA/00-00-2005/NSA warrantless wiretapping and post-9 11 executive power (2005-2008),NSA warrantless wiretapping and post-9/11 executive power (2005-2008),2,False,USA/00-00-2005/NSA warrantless wiretapping and post-9 11 executive power (2005-2008)/Media/01 - EN Cover Card.svg | USA/00-00-2005/NSA warrantless wiretapping and post-9 11 executive power (2005-2008)/Media/02 - EL Cover Card.svg
usa_2005_nsa_warrantless_wiretapping_disclosure,USA,2005,USA/00-00-2005/NSA warrantless wiretapping disclosure,NSA warrantless wiretapping disclosure,2,True,USA/00-00-2005/NSA warrantless wiretapping disclosure/Media/01 - EN Cover Card.svg | USA/00-00-2005/NSA warrantless wiretapping disclosure/Media/02 - Bilingual Snapshot.svg
usa_2005_digital_id_real_id_mobile_licenses,USA,2005,"USA/00-00-2005/USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES CONVENIENCE OR CONTROL LAYER (2005–2026)","USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES: CONVENIENCE OR CONTROL LAYER? (2005–2026)",4,False,"USA/00-00-2005/USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES CONVENIENCE OR CONTROL LAYER (2005–2026)/Media/01 - EN Cover Card.png | USA/00-00-2005/USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES CONVENIENCE OR CONTROL LAYER (2005–2026)/Media/02 - EN Cover Card.svg | USA/00-00-2005/USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES CONVENIENCE OR CONTROL LAYER (2005–2026)/Media/03 - EL Cover Card.png | USA/00-00-2005/USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES CONVENIENCE OR CONTROL LAYER (2005–2026)/Media/04 - EL Cover Card.svg"
usa_2007_mortgage_crisis_foreclosure_machine,USA,2007,USA/00-00-2007/Mortgage crisis and foreclosure machine,Mortgage crisis and foreclosure machine,2,True,USA/00-00-2007/Mortgage crisis and foreclosure machine/Media/01 - EN Cover Card.svg | USA/00-00-2007/Mortgage crisis and foreclosure machine/Media/02 - Bilingual Snapshot.svg
usa_2007_skinwalker_ranch_aatip_contracts_uap_folklore_private_paranormal_resea,USA,2007,"USA/00-00-2007/Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (200","Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (2007-2026)",2,False,"USA/00-00-2007/Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (200/Media/01 - EN Cover Card.svg | USA/00-00-2007/Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (200/Media/02 - EL Cover Card.svg"
usa_2007_epstein_files,USA,2007,"USA/00-00-2007/USA Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)","USA: Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)",2,False,"USA/00-00-2007/USA Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)/Media/01 - EN Cover Card.svg | USA/00-00-2007/USA Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)/Media/02 - EL Cover Card.svg"
usa_2007_snowden_prism_section702,USA,2007,"USA/00-00-2007/USA Snowden, PRISM, and Section 702 Surveillance (2007-2026)","USA: Snowden, PRISM, and Section 702 Surveillance (2007-2026)",2,False,"USA/00-00-2007/USA Snowden, PRISM, and Section 702 Surveillance (2007-2026)/Media/01 - EN Cover Card.svg | USA/00-00-2007/USA Snowden, PRISM, and Section 702 Surveillance (2007-2026)/Media/02 - EL Cover Card.svg"
usa_2008_financial_crisis_bailouts_and_moral_hazard,USA,2008,"USA/00-00-2008/2008 financial crisis, bailouts, and moral hazard","2008 financial crisis, bailouts, and moral hazard",2,False,"USA/00-00-2008/2008 financial crisis, bailouts, and moral hazard/Media/01 - Cover Card.svg | USA/00-00-2008/2008 financial crisis, bailouts, and moral hazard/Media/02 - Proof Map.svg"
usa_2008_aig_bailout_too_big_fail_culture,USA,2008,USA/00-00-2008/AIG bailout and too big to fail culture,AIG bailout and too big to fail culture,2,True,USA/00-00-2008/AIG bailout and too big to fail culture/Media/01 - EN Cover Card.svg | USA/00-00-2008/AIG bailout and too big to fail culture/Media/02 - Bilingual Snapshot.svg
usa_2008_bernie_madoff_ponzi_finance_sec_warnings_elite_collapse,USA,2008,"USA/00-00-2008/Bernie Madoff Ponzi Finance, SEC Warnings and Elite Trust Collapse","Bernie Madoff: Ponzi Finance, SEC Warnings and Elite Trust Collapse",2,False,"USA/00-00-2008/Bernie Madoff Ponzi Finance, SEC Warnings and Elite Trust Collapse/Media/01 - EN Cover Card.svg | USA/00-00-2008/Bernie Madoff Ponzi Finance, SEC Warnings and Elite Trust Collapse/Media/02 - EL Cover Card.svg"
usa_2008_financial_crisis_rating_agencies_bailouts_regulatory_capture,USA,2008,"USA/00-00-2008/Financial crisis, rating agencies, bailouts and regulatory capture (2008)","Financial crisis, rating agencies, bailouts and regulatory capture (2008)",2,False,"USA/00-00-2008/Financial crisis, rating agencies, bailouts and regulatory capture (2008)/Media/01 - EN Cover Card.svg | USA/00-00-2008/Financial crisis, rating agencies, bailouts and regulatory capture (2008)/Media/02 - EL Cover Card.svg"
usa_2009_h1n1_pandemic_response_rehearsal,USA,2009,USA/00-00-2009/H1N1 pandemic response and trust rehearsal,H1N1 pandemic response and trust rehearsal,2,True,USA/00-00-2009/H1N1 pandemic response and trust rehearsal/Media/01 - EN Cover Card.svg | USA/00-00-2009/H1N1 pandemic response and trust rehearsal/Media/02 - Bilingual Snapshot.svg
usa_2009_kids_for_cash_judicial_corruption_private_detention,USA,2009,"USA/00-00-2009/Kids for Cash, judicial corruption and private detention (2008-2011)","Kids for Cash, judicial corruption and private detention (2008-2011)",2,False,"USA/00-00-2009/Kids for Cash, judicial corruption and private detention (2008-2011)/Media/01 - EN Cover Card.svg | USA/00-00-2009/Kids for Cash, judicial corruption and private detention (2008-2011)/Media/02 - EL Cover Card.svg"
usa_2010_citizens_united_dark_money_politics,USA,2010,USA/00-00-2010/Citizens United and dark money politics,Citizens United and dark money politics,2,True,USA/00-00-2010/Citizens United and dark money politics/Media/01 - EN Cover Card.svg | USA/00-00-2010/Citizens United and dark money politics/Media/02 - Bilingual Snapshot.svg
usa_2010_deepwater_horizon_offshore_oil_safety_culture_environmental_catastroph,USA,2010,"USA/00-00-2010/Deepwater Horizon Offshore Oil, Safety Culture and Environmental Catastrophe","Deepwater Horizon: Offshore Oil, Safety Culture and Environmental Catastrophe",2,False,"USA/00-00-2010/Deepwater Horizon Offshore Oil, Safety Culture and Environmental Catastrophe/Media/01 - EN Cover Card.svg | USA/00-00-2010/Deepwater Horizon Offshore Oil, Safety Culture and Environmental Catastrophe/Media/02 - EL Cover Card.svg"
usa_2011_fast_furious_atf_gunwalking_oversight_border_violence,USA,2011,"USA/00-00-2011/Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)","Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)",2,False,"USA/00-00-2011/Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)/Media/01 - EN Cover Card.svg | USA/00-00-2011/Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)/Media/02 - EL Cover Card.svg"
usa_2011_operation_fast_furious,USA,2011,USA/00-00-2011/Operation Fast and Furious,Operation Fast and Furious,2,True,USA/00-00-2011/Operation Fast and Furious/Media/01 - EN Cover Card.svg | USA/00-00-2011/Operation Fast and Furious/Media/02 - Bilingual Snapshot.svg
usa_2012_hsbc_money_laundering_cartel_money_deferred_prosecution_too_big_jail_l,USA,2012,"USA/00-00-2012/HSBC Money Laundering Case Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic","HSBC Money Laundering Case: Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic",2,False,"USA/00-00-2012/HSBC Money Laundering Case Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic/Media/01 - EN Cover Card.svg | USA/00-00-2012/HSBC Money Laundering Case Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic/Media/02 - EL Cover Card.svg"
usa_2012_sandy_hook_tragedy_conspiracy_harassment_aftermath,USA,2012,USA/00-00-2012/Sandy Hook tragedy and conspiracy harassment aftermath,Sandy Hook tragedy and conspiracy harassment aftermath,2,True,USA/00-00-2012/Sandy Hook tragedy and conspiracy harassment aftermath/Media/01 - EN Sandy Hook Tragedy And Conspiracy Harassment After Aa95Cb406Dad.svg | USA/00-00-2012/Sandy Hook tragedy and conspiracy harassment aftermath/Media/02 - Bilingual Snapshot.svg
usa_2013_prism_disclosures_platform_surveillance,USA,2013,USA/00-00-2013/PRISM disclosures and platform surveillance,PRISM disclosures and platform surveillance,2,True,USA/00-00-2013/PRISM disclosures and platform surveillance/Media/01 - EN Cover Card.svg | USA/00-00-2013/PRISM disclosures and platform surveillance/Media/02 - Bilingual Snapshot.svg
usa_2013_snowden_disclosures_prism_bulk_collection,USA,2013,"USA/00-00-2013/Snowden disclosures, PRISM, and bulk collection","Snowden disclosures, PRISM, and bulk collection",2,False,"USA/00-00-2013/Snowden disclosures, PRISM, and bulk collection/Media/01 - EN Cover Card.svg | USA/00-00-2013/Snowden disclosures, PRISM, and bulk collection/Media/02 - EN Proof Map.svg"
usa_2013_snowden_nsa_disclosures,USA,2013,USA/00-00-2013/Snowden NSA disclosures,Snowden NSA disclosures,2,False,USA/00-00-2013/Snowden NSA disclosures/Media/01 - Cover Card.svg | USA/00-00-2013/Snowden NSA disclosures/Media/02 - Proof Map.svg
usa_2013_cambridge_analytica_psychographic_targeting,USA,2013,"USA/00-00-2013/USA Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (201","USA: Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (2013-2025)",2,False,"USA/00-00-2013/USA Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (201/Media/01 - EN Cover Card.svg | USA/00-00-2013/USA Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (201/Media/02 - EL Cover Card.svg"
usa_2014_chicago_homan_square_police_warehouse_allegations_detention_transparen,USA,2014,USA/00-00-2014/Chicago Homan Square Police Warehouse Allegations and Detention Transparency,Chicago Homan Square: Police Warehouse Allegations and Detention Transparency,2,False,USA/00-00-2014/Chicago Homan Square Police Warehouse Allegations and Detention Transparency/Media/01 - EN Cover Card.svg | USA/00-00-2014/Chicago Homan Square Police Warehouse Allegations and Detention Transparency/Media/02 - EL Cover Card.svg
usa_2014_ferguson_police_shooting_municipal_fines_system,USA,2014,USA/00-00-2014/Ferguson police shooting and municipal fines system,Ferguson police shooting and municipal fines system,2,True,USA/00-00-2014/Ferguson police shooting and municipal fines system/Media/01 - EN Ferguson Police Shooting And Municipal Fines Syste 3Ee4Bdde1B88.svg | USA/00-00-2014/Ferguson police shooting and municipal fines system/Media/02 - Bilingual Snapshot.svg
usa_2014_ferguson_policing_militarization_municipal_revenue_federal_findings,USA,2014,"USA/00-00-2014/Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)","Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)",2,False,"USA/00-00-2014/Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)/Media/01 - EN Cover Card.svg | USA/00-00-2014/Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)/Media/02 - EL Cover Card.svg"
usa_2014_flint_water_crisis,USA,2014,USA/00-00-2014/Flint water crisis,Flint water crisis,3,False,USA/00-00-2014/Flint water crisis/Media/01 - EN Cover Card.svg | USA/00-00-2014/Flint water crisis/Media/02 - EN Cover Card.svg | USA/00-00-2014/Flint water crisis/Media/03 - EL Cover Card.svg
usa_2014_flint_water_crisis_lead_and_state_denial,USA,2014,"USA/00-00-2014/Flint water crisis, lead exposure, and state denial","Flint water crisis, lead exposure, and state denial",2,False,"USA/00-00-2014/Flint water crisis, lead exposure, and state denial/Media/01 - Cover Card.svg | USA/00-00-2014/Flint water crisis, lead exposure, and state denial/Media/02 - Proof Map.svg"
usa_2014_va_wait_time_scandal_veterans_hidden_lists_performance_metrics,USA,2014,"USA/00-00-2014/VA Wait-Time Scandal Veterans, Hidden Lists and Performance Metrics","VA Wait-Time Scandal: Veterans, Hidden Lists and Performance Metrics",2,False,"USA/00-00-2014/VA Wait-Time Scandal Veterans, Hidden Lists and Performance Metrics/Media/01 - EN Cover Card.svg | USA/00-00-2014/VA Wait-Time Scandal Veterans, Hidden Lists and Performance Metrics/Media/02 - EL Cover Card.svg"
usa_2015_chicago_laquan_mcdonald_video_cover_up_claims,USA,2015,USA/00-00-2015/Chicago Laquan McDonald video and cover-up claims,Chicago Laquan McDonald video and cover-up claims,2,True,USA/00-00-2015/Chicago Laquan McDonald video and cover-up claims/Media/01 - EN Cover Card.svg | USA/00-00-2015/Chicago Laquan McDonald video and cover-up claims/Media/02 - Bilingual Snapshot.svg
usa_2015_gm_onstar_car_surveillance,USA,2015,"USA/00-00-2015/USA Connected-Car Surveillance, GM, and OnStar (2015-2026)","USA: Connected-Car Surveillance, GM, and OnStar (2015-2026)",2,False,"USA/00-00-2015/USA Connected-Car Surveillance, GM, and OnStar (2015-2026)/Media/01 - EN Cover Card.svg | USA/00-00-2015/USA Connected-Car Surveillance, GM, and OnStar (2015-2026)/Media/02 - EL Cover Card.svg"
usa_2015_volkswagen_dieselgate_in_usa_emissions_cheating_regulatory_detection,USA,2015,USA/00-00-2015/Volkswagen Dieselgate in the USA Emissions Cheating and Regulatory Detection,Volkswagen Dieselgate in the USA: Emissions Cheating and Regulatory Detection,2,False,USA/00-00-2015/Volkswagen Dieselgate in the USA Emissions Cheating and Regulatory Detection/Media/01 - EN Cover Card.svg | USA/00-00-2015/Volkswagen Dieselgate in the USA Emissions Cheating and Regulatory Detection/Media/02 - EL Cover Card.svg
usa_2016_cambridge_analytica_data_persuasion_panic,USA,2016,USA/00-00-2016/Cambridge Analytica and data persuasion panic,Cambridge Analytica and data persuasion panic,2,True,USA/00-00-2016/Cambridge Analytica and data persuasion panic/Media/01 - EN Cambridge Analytica And Data Persuasion Panic Cove Bc15E8Af59Cf.svg | USA/00-00-2016/Cambridge Analytica and data persuasion panic/Media/02 - Bilingual Snapshot.svg
usa_2016_dakota_access_pipeline_protests_indigenous_rights_private_security_sur,USA,2016,"USA/00-00-2016/Dakota Access Pipeline Protests Indigenous Rights, Private Security and Surveillance","Dakota Access Pipeline Protests: Indigenous Rights, Private Security and Surveillance",2,False,"USA/00-00-2016/Dakota Access Pipeline Protests Indigenous Rights, Private Security and Surveillance/Media/01 - EN Cover Card.svg | USA/00-00-2016/Dakota Access Pipeline Protests Indigenous Rights, Private Security and Surveillance/Media/02 - EL Cover Card.svg"
usa_2016_dnc_emails_hack_leaks_party_trust,USA,2016,"USA/00-00-2016/DNC emails, hack-and-leak politics, and party trust","DNC emails, hack-and-leak politics, and party trust",2,False,"USA/00-00-2016/DNC emails, hack-and-leak politics, and party trust/Media/01 - Cover Card.svg | USA/00-00-2016/DNC emails, hack-and-leak politics, and party trust/Media/02 - Proof Map.svg"
usa_2016_flint_water_crisis_accountability,USA,2016,USA/00-00-2016/Flint water crisis accountability,Flint water crisis accountability,2,False,USA/00-00-2016/Flint water crisis accountability/Media/01 - Cover Card.svg | USA/00-00-2016/Flint water crisis accountability/Media/02 - Proof Map.svg
usa_2016_standing_rock_pipeline_protest_policing,USA,2016,USA/00-00-2016/Standing Rock and pipeline protest policing,Standing Rock and pipeline protest policing,2,True,USA/00-00-2016/Standing Rock and pipeline protest policing/Media/01 - EN Cover Card.svg | USA/00-00-2016/Standing Rock and pipeline protest policing/Media/02 - Bilingual Snapshot.svg
usa_2016_facial_recognition_real_time_surveillance,USA,2016,USA/00-00-2016/USA Facial Recognition and Real-Time Surveillance Creep (2016-2026),USA: Facial Recognition and Real-Time Surveillance Creep (2016-2026),2,False,USA/00-00-2016/USA Facial Recognition and Real-Time Surveillance Creep (2016-2026)/Media/01 - EN Cover Card.svg | USA/00-00-2016/USA Facial Recognition and Real-Time Surveillance Creep (2016-2026)/Media/02 - EL Cover Card.svg
usa_2016_havana_syndrome,USA,2016,"USA/00-00-2016/USA Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)","USA: Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)",2,False,"USA/00-00-2016/USA Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)/Media/01 - EN Cover Card.svg | USA/00-00-2016/USA Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)/Media/02 - EL Cover Card.svg"
usa_2017_charlottesville_extremist_violence_response_failure,USA,2017,USA/00-00-2017/Charlottesville extremist violence and response failure,Charlottesville extremist violence and response failure,2,True,USA/00-00-2017/Charlottesville extremist violence and response failure/Media/01 - EN Charlottesville Extremist Violence And Response Fa F9Ac6C87C157.svg | USA/00-00-2017/Charlottesville extremist violence and response failure/Media/02 - Bilingual Snapshot.svg
usa_2017_equifax_breach_credit_bureau_power_data_exposure_weak_consumer_control,USA,2017,"USA/00-00-2017/Equifax Breach Credit Bureau Power, Data Exposure and Weak Consumer Control","Equifax Breach: Credit Bureau Power, Data Exposure and Weak Consumer Control",2,False,"USA/00-00-2017/Equifax Breach Credit Bureau Power, Data Exposure and Weak Consumer Control/Media/01 - EN Cover Card.svg | USA/00-00-2017/Equifax Breach Credit Bureau Power, Data Exposure and Weak Consumer Control/Media/02 - EL Cover Card.svg"
usa_2018_cambridge_analytica_facebook_data_election_manipulation,USA,2018,"USA/00-00-2018/Cambridge Analytica, Facebook data, and election-manipulation panic","Cambridge Analytica, Facebook data, and election-manipulation panic",2,False,"USA/00-00-2018/Cambridge Analytica, Facebook data, and election-manipulation panic/Media/01 - Cover Card.svg | USA/00-00-2018/Cambridge Analytica, Facebook data, and election-manipulation panic/Media/02 - Proof Map.svg"
usa_2018_family_separation_at_us_border,USA,2018,USA/00-00-2018/Family separation at the US border,Family separation at the US border,2,True,USA/00-00-2018/Family separation at the US border/Media/01 - EN Cover Card.svg | USA/00-00-2018/Family separation at the US border/Media/02 - Bilingual Snapshot.svg
usa_2018_family_separation_policy_deterrence_children_recordkeeping_failure,USA,2018,"USA/00-00-2018/Family separation policy, deterrence, children and recordkeeping failure (2018)","Family separation policy, deterrence, children and recordkeeping failure (2018)",2,False,"USA/00-00-2018/Family separation policy, deterrence, children and recordkeeping failure (2018)/Media/01 - EN Cover Card.svg | USA/00-00-2018/Family separation policy, deterrence, children and recordkeeping failure (2018)/Media/02 - EL Cover Card.svg"
usa_2018_parkland_shooting_institutional_warning_failures,USA,2018,USA/00-00-2018/Parkland shooting and institutional warning failures,Parkland shooting and institutional warning failures,2,True,USA/00-00-2018/Parkland shooting and institutional warning failures/Media/01 - EN Parkland Shooting And Institutional Warning Failur 00A5Fb187E82.svg | USA/00-00-2018/Parkland shooting and institutional warning failures/Media/02 - Bilingual Snapshot.svg
usa_2019_boeing_737_max_crashes_certification_failures,USA,2019,USA/00-00-2019/Boeing 737 MAX crashes and certification failures,Boeing 737 MAX crashes and certification failures,2,True,USA/00-00-2019/Boeing 737 MAX crashes and certification failures/Media/01 - EN Boeing 737 Max Crashes And Certification Failures 236399Aaacf4.svg | USA/00-00-2019/Boeing 737 MAX crashes and certification failures/Media/02 - Bilingual Snapshot.svg
usa_2019_boeing_737_max_regulatory_capture_software,USA,2019,"USA/00-00-2019/Boeing 737 MAX, regulatory capture, software and trust (2018-2024)","Boeing 737 MAX, regulatory capture, software and trust (2018-2024)",2,False,"USA/00-00-2019/Boeing 737 MAX, regulatory capture, software and trust (2018-2024)/Media/01 - EN Cover Card.svg | USA/00-00-2019/Boeing 737 MAX, regulatory capture, software and trust (2018-2024)/Media/02 - EL Cover Card.svg"
usa_2019_college_admissions_bribery_scandal,USA,2019,USA/00-00-2019/College admissions bribery scandal,College admissions bribery scandal,2,True,USA/00-00-2019/College admissions bribery scandal/Media/01 - EN Cover Card.svg | USA/00-00-2019/College admissions bribery scandal/Media/02 - Bilingual Snapshot.svg
usa_2019_epstein_jail_death_custody_failure_camera_questions_elite_suspicion,USA,2019,"USA/00-00-2019/Epstein Jail Death Custody Failure, Camera Questions and Elite Suspicion","Epstein Jail Death: Custody Failure, Camera Questions and Elite Suspicion",2,False,"USA/00-00-2019/Epstein Jail Death Custody Failure, Camera Questions and Elite Suspicion/Media/01 - EN Cover Card.svg | USA/00-00-2019/Epstein Jail Death Custody Failure, Camera Questions and Elite Suspicion/Media/02 - EL Cover Card.svg"
usa_2020_covid_lockdowns_school_closures_long_tail,USA,2020,"USA/00-00-2020/COVID LOCKDOWNS, SCHOOL CLOSURES, AND THE LONG TAIL OF EMERGENCY POLICY (2020-2025)","COVID LOCKDOWNS, SCHOOL CLOSURES, AND THE LONG TAIL OF EMERGENCY POLICY (2020-2025)",2,False,"USA/00-00-2020/COVID LOCKDOWNS, SCHOOL CLOSURES, AND THE LONG TAIL OF EMERGENCY POLICY (2020-2025)/Media/01 - EN Cover Card.svg | USA/00-00-2020/COVID LOCKDOWNS, SCHOOL CLOSURES, AND THE LONG TAIL OF EMERGENCY POLICY (2020-2025)/Media/02 - EL Cover Card.svg"
usa_2020_covid_nursing_home_deaths_policy_accountability,USA,2020,USA/00-00-2020/COVID nursing home deaths and policy accountability,COVID nursing home deaths and policy accountability,2,True,USA/00-00-2020/COVID nursing home deaths and policy accountability/Media/01 - EN Covid Nursing Home Deaths And Policy Accountabilit 853Ee017Cf92.svg | USA/00-00-2020/COVID nursing home deaths and policy accountability/Media/02 - Bilingual Snapshot.svg
usa_2020_covid_vaccine_safety_signals_policy_controversies,USA,2020,USA/00-00-2020/COVID-19 VACCINES REAL SAFETY SIGNALS AND POLICY CONTROVERSIES IN THE U.S. (2020-2026),COVID-19 VACCINES: REAL SAFETY SIGNALS AND POLICY CONTROVERSIES IN THE U.S. (2020-2026),2,False,USA/00-00-2020/COVID-19 VACCINES REAL SAFETY SIGNALS AND POLICY CONTROVERSIES IN THE U.S. (2020-2026)/Media/01 - EN Cover Card.svg | USA/00-00-2020/COVID-19 VACCINES REAL SAFETY SIGNALS AND POLICY CONTROVERSIES IN THE U.S. (2020-2026)/Media/02 - EL Cover Card.svg
usa_2020_george_floyd_killing_and_national_policing_crisis,USA,2020,USA/00-00-2020/George Floyd killing and national policing crisis,George Floyd killing and national policing crisis,2,False,USA/00-00-2020/George Floyd killing and national policing crisis/Media/01 - Cover Card.svg | USA/00-00-2020/George Floyd killing and national policing crisis/Media/02 - Proof Map.svg
usa_2020_george_floyd_murder_protest_response,USA,2020,USA/00-00-2020/George Floyd murder and protest response,George Floyd murder and protest response,2,True,USA/00-00-2020/George Floyd murder and protest response/Media/01 - EN Cover Card.svg | USA/00-00-2020/George Floyd murder and protest response/Media/02 - Bilingual Snapshot.svg
usa_2020_george_floyd_police_accountability_protests_institutional_response,USA,2020,"USA/00-00-2020/George Floyd, police accountability, protests and institutional response (2020-2024)","George Floyd, police accountability, protests and institutional response (2020-2024)",2,False,"USA/00-00-2020/George Floyd, police accountability, protests and institutional response (2020-2024)/Media/01 - EN Cover Card.svg | USA/00-00-2020/George Floyd, police accountability, protests and institutional response (2020-2024)/Media/02 - EL Cover Card.svg"
usa_2020_operation_warp_speed_vaccine_politics_divide,USA,2020,USA/00-00-2020/Operation Warp Speed vaccine politics and trust divide,Operation Warp Speed vaccine politics and trust divide,2,True,USA/00-00-2020/Operation Warp Speed vaccine politics and trust divide/Media/01 - EN Operation Warp Speed Vaccine Politics And Trust Di 47Fa08287F9E.svg | USA/00-00-2020/Operation Warp Speed vaccine politics and trust divide/Media/02 - Bilingual Snapshot.svg
usa_2020_ppp_fraud_emergency_money_fake_companies_pandemic_oversight_failure,USA,2020,"USA/00-00-2020/PPP Fraud Emergency Money, Fake Companies and Pandemic Oversight Failure","PPP Fraud: Emergency Money, Fake Companies and Pandemic Oversight Failure",2,False,"USA/00-00-2020/PPP Fraud Emergency Money, Fake Companies and Pandemic Oversight Failure/Media/01 - EN Cover Card.svg | USA/00-00-2020/PPP Fraud Emergency Money, Fake Companies and Pandemic Oversight Failure/Media/02 - EL Cover Card.svg"
usa_2021_facebook_files_algorithmic_harm_debate,USA,2021,USA/00-00-2021/Facebook Files and algorithmic harm debate,Facebook Files and algorithmic harm debate,2,True,USA/00-00-2021/Facebook Files and algorithmic harm debate/Media/01 - EN Cover Card.svg | USA/00-00-2021/Facebook Files and algorithmic harm debate/Media/02 - Bilingual Snapshot.svg
