Country,DateFolder,Year,IncidentFolder,IncidentPath,ID,TitleEN,TitleEL,CategoryEN,CategoryEL,EvidenceEN,EvidenceEL,MediaCount
USA,00-00-1996,1996,CIA Dark Alliance crack cocaine controversy,USA/00-00-1996/CIA Dark Alliance crack cocaine controversy,usa_1996_cia_dark_alliance_crack_cocaine_controversy,CIA Dark Alliance crack cocaine controversy,CIA Dark Alliance και διαμάχη για crack κοκαΐνη,media / intelligence controversy,μέσα ενημέρωσης / διαμάχη υπηρεσιών πληροφοριών,contested but historically significant,contested but historically significant,2
USA,00-00-1996,1996,"U.S. OPIOID CRISIS CORPORATE POWER, STATE FAILURE, AND THE LONG SETTLEMENT TRAIL (1996-2","USA/00-00-1996/U.S. OPIOID CRISIS CORPORATE POWER, STATE FAILURE, AND THE LONG SETTLEMENT TRAIL (1996-2",usa_1996_opioid_crisis_purdue_sacklers_mckinsey,"U.S. OPIOID CRISIS: CORPORATE POWER, STATE FAILURE, AND THE LONG SETTLEMENT TRAIL (1996-2026)","ΗΠΑ: ΚΡΙΣΗ ΟΠΙΟΕΙΔΩΝ, ΕΤΑΙΡΙΚΗ ΙΣΧΥΣ ΚΑΙ ΚΡΑΤΙΚΗ ΑΠΟΤΥΧΙΑ (1996-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1998,1998,"Tobacco Master Settlement, addiction science, and political money","USA/00-00-1998/Tobacco Master Settlement, addiction science, and political money",usa_1998_tobacco_master_settlement_addiction_science_political_money,"Tobacco Master Settlement, addiction science, and political money","Tobacco Master Settlement, επιστήμη εθισμού και πολιτικό χρήμα",public health / corporate deception / settlement politics,δημόσια υγεία / εταιρική παραπλάνηση / πολιτική διακανονισμών,documented settlement and corporate public-health record,τεκμηριωμένος διακανονισμός και εταιρικό αρχείο δημόσιας υγείας,2
USA,00-00-1999,1999,Columbine massacre and media panic cycle,USA/00-00-1999/Columbine massacre and media panic cycle,usa_1999_columbine_massacre_media_panic_cycle,Columbine massacre and media panic cycle,Columbine massacre and media panic cycle,school violence / social panic,school violence / social panic,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-1999,1999,"Seattle WTO protests, policing, surveillance and globalization backlash (1999)","USA/00-00-1999/Seattle WTO protests, policing, surveillance and globalization backlash (1999)",usa_1999_seattle_wto_protests_policing_surveillance_globalization_backlash,"Seattle WTO protests, policing, surveillance and globalization backlash (1999)","Seattle WTO, αστυνόμευση, επιτήρηση και αντίδραση στην παγκοσμιοποίηση (1999)","Policing, force and institutional accountability",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2000,2000,Bush v Gore and election legitimacy crisis,USA/00-00-2000/Bush v Gore and election legitimacy crisis,usa_2000_bush_v_gore_election_legitimacy_crisis,Bush v Gore and election legitimacy crisis,Bush v Gore and election legitimacy crisis,elections / judiciary,elections / judiciary,documented constitutional crisis,documented constitutional crisis,2
USA,00-00-2001,2001,"Anthrax Letters and Amerithrax Bioterror, Lab Science and FBI Certainty","USA/00-00-2001/Anthrax Letters and Amerithrax Bioterror, Lab Science and FBI Certainty",usa_2001_anthrax_letters_amerithrax_bioterror_lab_science_fbi_certainty,"Anthrax Letters and Amerithrax: Bioterror, Lab Science and FBI Certainty","Anthrax Letters και Amerithrax: Βιοτρομοκρατία, Εργαστηριακή Επιστήμη και Βεβαιότητα FBI",bioterror / forensic uncertainty,βιοτρομοκρατία / ιατροδικαστική αβεβαιότητα,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2001,2001,"Enron accounting fraud, energy trading, and auditor collapse","USA/00-00-2001/Enron accounting fraud, energy trading, and auditor collapse",usa_2001_enron_accounting_fraud_energy_market_capture,"Enron accounting fraud, energy trading, and auditor collapse","Enron: λογιστική απάτη, αγορά ενέργειας και κατάρρευση ελεγκτή",corporate fraud / energy markets / audit failure,εταιρική απάτη / αγορές ενέργειας / αποτυχία ελέγχου,documented corporate fraud with convictions and market fallout,τεκμηριωμένη εταιρική απάτη με καταδίκες και συνέπειες αγοράς,2
USA,00-00-2001,2001,PATRIOT Act and permanent emergency powers,USA/00-00-2001/PATRIOT Act and permanent emergency powers,usa_2001_patriot_act_permanent_emergency_powers,PATRIOT Act and permanent emergency powers,PATRIOT Act and permanent emergency powers,surveillance / counterterrorism,surveillance / counterterrorism,documented law and policy shift,documented law and policy shift,2
USA,00-00-2001,2001,Patriot Act expansion after 9 11,USA/00-00-2001/Patriot Act expansion after 9 11,usa_2001_patriot_act_expansion_after_9_11,Patriot Act expansion after 9/11,Επέκταση Patriot Act μετά την 11η Σεπτεμβρίου,surveillance law / emergency powers,νόμος παρακολούθησης / εξουσίες έκτακτης ανάγκης,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
USA,00-00-2001,2001,"U.S. NATIONAL SECURITY LETTERS, GAG ORDERS, AND QUIET SURVEILLANCE POWERS (2001-2024)","USA/00-00-2001/U.S. NATIONAL SECURITY LETTERS, GAG ORDERS, AND QUIET SURVEILLANCE POWERS (2001-2024)",usa_2001_national_security_letters_gag_orders,"U.S. NATIONAL SECURITY LETTERS, GAG ORDERS, AND QUIET SURVEILLANCE POWERS (2001-2024)","ΗΠΑ: NATIONAL SECURITY LETTERS, ORDERS ΣΙΩΠΗΣ ΚΑΙ Η ΣΙΩΠΗΛΗ ΠΛΕΥΡΑ ΤΗΣ ΕΠΙΤΗΡΗΣΗΣ (2001-2024)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2001,2001,"USA Fusion Centers, Suspicious Activity Reporting, and Domestic Intelligence Drift (2001","USA/00-00-2001/USA Fusion Centers, Suspicious Activity Reporting, and Domestic Intelligence Drift (2001",usa_2001_fusion_centers_suspicious_activity_reporting,"USA: Fusion Centers, Suspicious Activity Reporting, and Domestic Intelligence Drift (2001-2026)","ΗΠΑ: Fusion Centers, αναφορές ύποπτης δραστηριότητας και διολίσθηση προς εσωτερική νοημοσύνη (2001-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2001,2001,"USA Iraq WMD, Intelligence Failure, and the Case for War (2001-2016)","USA/00-00-2001/USA Iraq WMD, Intelligence Failure, and the Case for War (2001-2016)",usa_2001_iraq_wmd_for_war,"USA: Iraq WMD, Intelligence Failure, and the Case for War (2001-2016)","ΗΠΑ: Ιράκ, WMD και η υπόθεση για πόλεμο (2001-2016)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2001,2001,WorldCom accounting fraud and telecom-bubble trust collapse,USA/00-00-2001/WorldCom accounting fraud and telecom-bubble trust collapse,usa_2001_worldcom_accounting_fraud_telecom_bubble,WorldCom accounting fraud and telecom-bubble trust collapse,"WorldCom, λογιστική απάτη και κατάρρευση εμπιστοσύνης τηλεπικοινωνιακής φούσκας",corporate fraud / accounting / telecom bubble,εταιρική απάτη / λογιστική / τηλεπικοινωνιακή φούσκα,documented corporate fraud with criminal convictions,τεκμηριωμένη εταιρική απάτη με ποινικές καταδίκες,2
USA,00-00-2002,2002,Abu Ghraib prisoner abuse scandal,USA/00-00-2002/Abu Ghraib prisoner abuse scandal,usa_2002_abu_ghraib_prisoner_abuse_scandal,Abu Ghraib prisoner abuse scandal,Abu Ghraib prisoner abuse scandal,war crimes / detention,war crimes / detention,documented abuse,documented abuse,2
USA,00-00-2002,2002,"Catholic Church abuse scandal, Boston Spotlight, and institutional cover-up","USA/00-00-2002/Catholic Church abuse scandal, Boston Spotlight, and institutional cover-up",usa_2002_catholic_church_abuse_boston_spotlight_coverup,"Catholic Church abuse scandal, Boston Spotlight, and institutional cover-up","Σκάνδαλο κακοποίησης Καθολικής Εκκλησίας, Boston Spotlight και θεσμική συγκάλυψη",abuse / religious institution / cover-up,κακοποίηση / θρησκευτικός θεσμός / συγκάλυψη,documented abuse scandal with court files and settlements,τεκμηριωμένο σκάνδαλο κακοποίησης με δικαστικά αρχεία και διακανονισμούς,2
USA,00-00-2002,2002,"Enron and Arthur Andersen Energy Trading, Accounting Tricks and Regulatory Capture","USA/00-00-2002/Enron and Arthur Andersen Energy Trading, Accounting Tricks and Regulatory Capture",usa_2002_enron_arthur_andersen_energy_trading_accounting_tricks_regulatory_capt,"Enron and Arthur Andersen: Energy Trading, Accounting Tricks and Regulatory Capture","Enron και Arthur Andersen: Ενέργεια, Λογιστικά Κόλπα και Ρυθμιστική Αιχμαλωσία",corporate fraud / accounting,εταιρική απάτη / λογιστική,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2002,2002,No Child Left Behind testing regime and data pressure,USA/00-00-2002/No Child Left Behind testing regime and data pressure,usa_2002_no_child_left_behind_testing_regime_data_pressure,No Child Left Behind testing regime and data pressure,No Child Left Behind testing regime and data pressure,education policy / institutional incentives,education policy / institutional incentives,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2002,2002,"USA — Total Information Awareness, data mining, and the post-9 11 surveillance dream (20","USA/00-00-2002/USA — Total Information Awareness, data mining, and the post-9 11 surveillance dream (20",usa_2002_total_information_awareness_data_mining_post_911_surveillance_dream,"USA — Total Information Awareness, data mining, and the post-9/11 surveillance dream (2002–2003)","ΗΠΑ — Total Information Awareness, εξόρυξη δεδομένων και όνειρο επιτήρησης μετά την 11η Σεπτεμβρίου (2002–2003)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,High for the program proposal and backlash; medium for claims about direct successors.,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-2003,2003,"Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)","USA/00-00-2003/Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)",usa_2003_abu_ghraib_torture_photos_command_responsibility_secrecy,"Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)","Abu Ghraib, φωτογραφίες βασανιστηρίων, ευθύνη διοίκησης και μυστικότητα (2003-2004)","Policing, force and institutional accountability",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2003,2003,Iraq WMD intelligence failure,USA/00-00-2003/Iraq WMD intelligence failure,usa_2003_iraq_wmd_intelligence_failure,Iraq WMD intelligence failure,Iraq WMD intelligence failure,war / intelligence failure,war / intelligence failure,documented intelligence and policy failure,documented intelligence and policy failure,2
USA,00-00-2003,2003,"Valerie Plame Affair Intelligence Identity, Iraq War Politics and Retaliation Claims","USA/00-00-2003/Valerie Plame Affair Intelligence Identity, Iraq War Politics and Retaliation Claims",usa_2003_valerie_plame_affair_intelligence_identity_iraq_war_politics_retaliati,"Valerie Plame Affair: Intelligence Identity, Iraq War Politics and Retaliation Claims","Υπόθεση Valerie Plame: Ταυτότητα Πληροφοριών, Πολιτική Πολέμου Ιράκ και Ισχυρισμοί Αντιποίνων",intelligence leak / war politics,διαρροή πληροφοριών / πολιτική πολέμου,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2004,2004,Abu Ghraib abuse photographs and command responsibility,USA/00-00-2004/Abu Ghraib abuse photographs and command responsibility,usa_2004_abu_ghraib_abuse_photographs_and_command_responsibility,Abu Ghraib abuse photographs and command responsibility,Φωτογραφίες κακοποίησης Abu Ghraib και ευθύνη διοίκησης,war abuse / accountability,κακοποίηση πολέμου / λογοδοσία,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
USA,00-00-2004,2004,CIA black sites and extraordinary rendition,USA/00-00-2004/CIA black sites and extraordinary rendition,usa_2004_cia_black_sites_extraordinary_rendition,CIA black sites and extraordinary rendition,CIA black sites and extraordinary rendition,war on terror / detention,war on terror / detention,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2005,2005,Hurricane Katrina levee failure and abandonment,USA/00-00-2005/Hurricane Katrina levee failure and abandonment,usa_2005_hurricane_katrina_levee_failure_abandonment,Hurricane Katrina levee failure and abandonment,Hurricane Katrina levee failure and abandonment,disaster governance / inequality,disaster governance / inequality,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2005,2005,"Hurricane Katrina Response Disaster Governance, Race, Class and State Abandonment","USA/00-00-2005/Hurricane Katrina Response Disaster Governance, Race, Class and State Abandonment",usa_2005_hurricane_katrina_response_disaster_governance_race_class_state_abando,"Hurricane Katrina Response: Disaster Governance, Race, Class and State Abandonment","Katrina: Διαχείριση Καταστροφής, Φυλή, Τάξη και Κρατική Εγκατάλειψη",disaster governance / inequality,διαχείριση καταστροφής / ανισότητα,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2005,2005,NSA warrantless wiretapping and post-9 11 executive power (2005-2008),USA/00-00-2005/NSA warrantless wiretapping and post-9 11 executive power (2005-2008),usa_2005_nsa_warrantless_wiretapping_post_911_executive_power,NSA warrantless wiretapping and post-9/11 executive power (2005-2008),Υποκλοπές NSA χωρίς ένταλμα και εκτελεστική ισχύς μετά την 11η Σεπτεμβρίου (2005-2008),"Surveillance, secrecy and information control",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2005,2005,NSA warrantless wiretapping disclosure,USA/00-00-2005/NSA warrantless wiretapping disclosure,usa_2005_nsa_warrantless_wiretapping_disclosure,NSA warrantless wiretapping disclosure,NSA warrantless wiretapping disclosure,surveillance / executive power,surveillance / executive power,documented secret program,documented secret program,2
USA,00-00-2005,2005,"USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES CONVENIENCE OR CONTROL LAYER (2005–2026)","USA/00-00-2005/USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES CONVENIENCE OR CONTROL LAYER (2005–2026)",usa_2005_digital_id_real_id_mobile_licenses,"USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES: CONVENIENCE OR CONTROL LAYER? (2005–2026)","ΗΠΑ — ΨΗΦΙΑΚΉ ΤΑΥΤΌΤΗΤΑ, REAL ID ΚΑΙ MOBILE LICENSES: ΕΥΚΟΛΊΑ Ή ΣΤΡΏΜΑ ΕΛΈΓΧΟΥ; (2005–2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-2007,2007,Mortgage crisis and foreclosure machine,USA/00-00-2007/Mortgage crisis and foreclosure machine,usa_2007_mortgage_crisis_foreclosure_machine,Mortgage crisis and foreclosure machine,Mortgage crisis and foreclosure machine,financial corruption / systemic failure,financial corruption / systemic failure,documented systemic failure,documented systemic failure,2
USA,00-00-2007,2007,"Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (200","USA/00-00-2007/Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (200",usa_2007_skinwalker_ranch_aatip_contracts_uap_folklore_private_paranormal_resea,"Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (2007-2026)","Skinwalker Ranch, συμβάσεις AATIP, UAP folklore και ιδιωτική παραφυσική έρευνα (2007-2026)","UFO, supernatural claims and public psychology",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2007,2007,"USA Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)","USA/00-00-2007/USA Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)",usa_2007_epstein_files,"USA: Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)","ΗΠΑ: Υπόθεση Epstein, Συμφωνία Μη Δίωξης, Θάνατος στη Φυλακή και Μάχη για τα Αρχεία (2007-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2007,2007,"USA Snowden, PRISM, and Section 702 Surveillance (2007-2026)","USA/00-00-2007/USA Snowden, PRISM, and Section 702 Surveillance (2007-2026)",usa_2007_snowden_prism_section702,"USA: Snowden, PRISM, and Section 702 Surveillance (2007-2026)","ΗΠΑ: Snowden, PRISM και επιτήρηση μέσω Section 702 (2007-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2008,2008,"2008 financial crisis, bailouts, and moral hazard","USA/00-00-2008/2008 financial crisis, bailouts, and moral hazard",usa_2008_financial_crisis_bailouts_and_moral_hazard,"2008 financial crisis, bailouts, and moral hazard","Κρίση 2008, διασώσεις τραπεζών και ηθικός κίνδυνος",financial crisis / regulatory failure,χρηματοπιστωτική κρίση / αποτυχία εποπτείας,documented crisis with contested blame and accountability,τεκμηριωμένη κρίση με αμφισβητούμενη ευθύνη και λογοδοσία,2
USA,00-00-2008,2008,AIG bailout and too big to fail culture,USA/00-00-2008/AIG bailout and too big to fail culture,usa_2008_aig_bailout_too_big_fail_culture,AIG bailout and too big to fail culture,AIG bailout and too big to fail culture,financial crisis / moral hazard,financial crisis / moral hazard,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2008,2008,"Bernie Madoff Ponzi Finance, SEC Warnings and Elite Trust Collapse","USA/00-00-2008/Bernie Madoff Ponzi Finance, SEC Warnings and Elite Trust Collapse",usa_2008_bernie_madoff_ponzi_finance_sec_warnings_elite_collapse,"Bernie Madoff: Ponzi Finance, SEC Warnings and Elite Trust Collapse","Bernie Madoff: Πυραμίδα, Προειδοποιήσεις SEC και Κατάρρευση Εμπιστοσύνης Ελίτ",financial fraud / regulatory failure,οικονομική απάτη / ρυθμιστική αποτυχία,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2008,2008,"Financial crisis, rating agencies, bailouts and regulatory capture (2008)","USA/00-00-2008/Financial crisis, rating agencies, bailouts and regulatory capture (2008)",usa_2008_financial_crisis_rating_agencies_bailouts_regulatory_capture,"Financial crisis, rating agencies, bailouts and regulatory capture (2008)","Χρηματοπιστωτική κρίση, οίκοι αξιολόγησης, διασώσεις και ρυθμιστική αιχμαλωσία (2008)","Corruption, capture and public money",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2009,2009,H1N1 pandemic response and trust rehearsal,USA/00-00-2009/H1N1 pandemic response and trust rehearsal,usa_2009_h1n1_pandemic_response_rehearsal,H1N1 pandemic response and trust rehearsal,H1N1 pandemic response and trust rehearsal,public health / risk communication,public health / risk communication,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2009,2009,"Kids for Cash, judicial corruption and private detention (2008-2011)","USA/00-00-2009/Kids for Cash, judicial corruption and private detention (2008-2011)",usa_2009_kids_for_cash_judicial_corruption_private_detention,"Kids for Cash, judicial corruption and private detention (2008-2011)","Kids for Cash, δικαστική διαφθορά και ιδιωτική κράτηση ανηλίκων (2008-2011)","Corruption, capture and public money",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2010,2010,Citizens United and dark money politics,USA/00-00-2010/Citizens United and dark money politics,usa_2010_citizens_united_dark_money_politics,Citizens United and dark money politics,Citizens United and dark money politics,elections / money power,elections / money power,documented legal turning point,documented legal turning point,2
USA,00-00-2010,2010,"Deepwater Horizon Offshore Oil, Safety Culture and Environmental Catastrophe","USA/00-00-2010/Deepwater Horizon Offshore Oil, Safety Culture and Environmental Catastrophe",usa_2010_deepwater_horizon_offshore_oil_safety_culture_environmental_catastroph,"Deepwater Horizon: Offshore Oil, Safety Culture and Environmental Catastrophe","Deepwater Horizon: Πετρέλαιο, Κουλτούρα Ασφάλειας και Περιβαλλοντική Καταστροφή",industrial disaster / environmental harm,βιομηχανική καταστροφή / περιβαλλοντική ζημιά,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2011,2011,"Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)","USA/00-00-2011/Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)",usa_2011_fast_furious_atf_gunwalking_oversight_border_violence,"Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)","Fast and Furious, gunwalking της ATF, εποπτεία και βία στα σύνορα (2009-2012)","Surveillance, secrecy and information control",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2011,2011,Operation Fast and Furious,USA/00-00-2011/Operation Fast and Furious,usa_2011_operation_fast_furious,Operation Fast and Furious,Operation Fast and Furious,law enforcement failure,law enforcement failure,documented oversight scandal,documented oversight scandal,2
USA,00-00-2012,2012,"HSBC Money Laundering Case Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic","USA/00-00-2012/HSBC Money Laundering Case Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic",usa_2012_hsbc_money_laundering_cartel_money_deferred_prosecution_too_big_jail_l,"HSBC Money Laundering Case: Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic","HSBC: Ξέπλυμα Χρήματος, Καρτέλ και Λογική Too-Big-To-Jail",banking crime / deferred prosecution,τραπεζικό έγκλημα / αναστολή δίωξης,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2012,2012,Sandy Hook tragedy and conspiracy harassment aftermath,USA/00-00-2012/Sandy Hook tragedy and conspiracy harassment aftermath,usa_2012_sandy_hook_tragedy_conspiracy_harassment_aftermath,Sandy Hook tragedy and conspiracy harassment aftermath,Sandy Hook tragedy and conspiracy harassment aftermath,mass violence / conspiracy culture,mass violence / conspiracy culture,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2013,2013,PRISM disclosures and platform surveillance,USA/00-00-2013/PRISM disclosures and platform surveillance,usa_2013_prism_disclosures_platform_surveillance,PRISM disclosures and platform surveillance,PRISM disclosures and platform surveillance,surveillance / digital infrastructure,surveillance / digital infrastructure,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2013,2013,"Snowden disclosures, PRISM, and bulk collection","USA/00-00-2013/Snowden disclosures, PRISM, and bulk collection",usa_2013_snowden_disclosures_prism_bulk_collection,"Snowden disclosures, PRISM, and bulk collection","Snowden disclosures, PRISM, and bulk collection",surveillance / digital rights,surveillance / digital rights,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2013,2013,Snowden NSA disclosures,USA/00-00-2013/Snowden NSA disclosures,usa_2013_snowden_nsa_disclosures,Snowden NSA disclosures,Αποκαλύψεις Snowden για NSA,mass surveillance / whistleblowing,μαζική παρακολούθηση / whistleblowing,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
USA,00-00-2013,2013,"USA Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (201","USA/00-00-2013/USA Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (201",usa_2013_cambridge_analytica_psychographic_targeting,"USA: Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (2013-2025)","ΗΠΑ: Cambridge Analytica, μαζική συλλογή δεδομένων και ψυχογραφική πολιτική στόχευση (2013-2025)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2014,2014,Chicago Homan Square Police Warehouse Allegations and Detention Transparency,USA/00-00-2014/Chicago Homan Square Police Warehouse Allegations and Detention Transparency,usa_2014_chicago_homan_square_police_warehouse_allegations_detention_transparen,Chicago Homan Square: Police Warehouse Allegations and Detention Transparency,Chicago Homan Square: Ισχυρισμοί για Αστυνομική Αποθήκη και Διαφάνεια Κράτησης,policing / detention transparency,αστυνόμευση / διαφάνεια κράτησης,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2014,2014,Ferguson police shooting and municipal fines system,USA/00-00-2014/Ferguson police shooting and municipal fines system,usa_2014_ferguson_police_shooting_municipal_fines_system,Ferguson police shooting and municipal fines system,Ferguson police shooting and municipal fines system,policing / civil rights,policing / civil rights,documented DOJ findings,documented DOJ findings,2
USA,00-00-2014,2014,"Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)","USA/00-00-2014/Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)",usa_2014_ferguson_policing_militarization_municipal_revenue_federal_findings,"Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)","Ferguson, αστυνόμευση, στρατιωτικοποίηση, δημοτικά έσοδα και ομοσπονδιακά πορίσματα (2014-2015)","Policing, force and institutional accountability",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2014,2014,Flint water crisis,USA/00-00-2014/Flint water crisis,usa_2014_flint_water_crisis,Flint water crisis,Flint water crisis,public health / environmental injustice,public health / environmental injustice,documented government failure,documented government failure,3
USA,00-00-2014,2014,"Flint water crisis, lead exposure, and state denial","USA/00-00-2014/Flint water crisis, lead exposure, and state denial",usa_2014_flint_water_crisis_lead_and_state_denial,"Flint water crisis, lead exposure, and state denial","Κρίση νερού Flint, μόλυβδος και κρατική άρνηση",public health / environmental racism / state failure,δημόσια υγεία / περιβαλλοντικός ρατσισμός / κρατική αποτυχία,documented public-health disaster with litigation and official findings,τεκμηριωμένη υγειονομική καταστροφή με δίκες και θεσμικά ευρήματα,2
USA,00-00-2014,2014,"VA Wait-Time Scandal Veterans, Hidden Lists and Performance Metrics","USA/00-00-2014/VA Wait-Time Scandal Veterans, Hidden Lists and Performance Metrics",usa_2014_va_wait_time_scandal_veterans_hidden_lists_performance_metrics,"VA Wait-Time Scandal: Veterans, Hidden Lists and Performance Metrics","VA Wait-Time: Βετεράνοι, Κρυφές Λίστες και Μετρήσεις Απόδοσης",healthcare bureaucracy / veterans,γραφειοκρατία υγείας / βετεράνοι,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
